"model_id","nowcast_date","Energy Score","Brier Score Point","Brier Score Dist","Interval Coverage 50","Interval Coverage 90","n"
"CADPH-CATaLog","2024-10-30",NA,0.348229249583215,NA,NA,NA,30
"CADPH-CATaLog","2024-11-06",NA,0.356646709885775,NA,NA,NA,32
"CADPH-CATaLog","2024-11-13",NA,0.352812465241686,NA,NA,NA,37
"CADPH-CATaLog","2024-11-20",NA,0.356297684176614,NA,NA,NA,31
"CADPH-CATaLog","2024-11-27",NA,0.367673819781317,NA,NA,NA,36
"CADPH-CATaLog","2024-12-04",NA,0.37003542651061,NA,NA,NA,36
"CADPH-CATaLog","2024-12-11",NA,0.368114714123083,NA,NA,NA,37
"CADPH-CATaLog","2024-12-18",NA,0.363646547924587,NA,NA,NA,37
"CADPH-CATaLog","2024-12-25",NA,0.362821445052823,NA,NA,NA,35
"CADPH-CATaLog","2025-01-01",NA,0.362582791809413,NA,NA,NA,39
"CADPH-CATaLog","2025-01-08",NA,0.355858716396143,NA,NA,NA,38
"CADPH-CATaLog","2025-01-15",NA,0.363119839415382,NA,NA,NA,42
"CADPH-CATaLog","2025-01-22",NA,0.367384174571742,NA,NA,NA,34
"CADPH-CATaLog","2025-01-29",NA,0.376248574036873,NA,NA,NA,31
"CADPH-CATaLog","2025-02-05",NA,0.364795318498776,NA,NA,NA,34
"CADPH-CATaLog","2025-02-12",NA,0.372139858845682,NA,NA,NA,37
"CADPH-CATaLog","2025-02-19",NA,0.372860338389778,NA,NA,NA,41
"CADPH-CATaLog","2025-02-26",NA,0.382157883421512,NA,NA,NA,36
"CADPH-CATaLog","2025-03-05",NA,0.366780949182722,NA,NA,NA,38
"CADPH-CATaLog","2025-03-12",NA,0.364952152684064,NA,NA,NA,29
"CADPH-CATaLog","2025-03-19",NA,0.362780231671311,NA,NA,NA,31
"CADPH-CATaLog","2025-03-26",NA,0.367465326686346,NA,NA,NA,37
"CADPH-CATaLog","2025-04-02",NA,0.361696035240324,NA,NA,NA,38
"CADPH-CATaLog","2025-04-16",NA,0.335063637182099,NA,NA,NA,36
"CADPH-CATaLog","2025-04-23",NA,0.333056812742546,NA,NA,NA,40
"CADPH-CATaLog","2025-04-30",NA,0.332031591295295,NA,NA,NA,30
"CADPH-CATaLog","2025-05-07",NA,0.326977239156321,NA,NA,NA,37
"CADPH-CATaLog","2025-05-14",NA,0.336254819386411,NA,NA,NA,39
"CADPH-CATaLog","2025-05-21",NA,0.341476636619902,NA,NA,NA,40
"CADPH-CATaLog","2025-05-28",NA,0.361353772959075,NA,NA,NA,40
"CADPH-CATaLog","2025-06-04",NA,0.355432372614755,NA,NA,NA,30
"CADPH-CATaLog","2025-06-11",NA,0.364893800843766,NA,NA,NA,33
"CADPH-CATaLog","2025-06-18",NA,0.364911686446701,NA,NA,NA,38
"CADPH-CATaLog","2025-06-25",NA,0.375900078791967,NA,NA,NA,34
"CADPH-CATaLog","2025-07-02",NA,0.392608110340147,NA,NA,NA,32
"CADPH-CATaLog","2025-07-09",NA,0.389911717378603,NA,NA,NA,32
"CADPH-CATaLog","2025-07-16",NA,0.381238708973162,NA,NA,NA,38
"CADPH-CATaLog","2025-07-23",NA,0.358609988659505,NA,NA,NA,36
"CADPH-CATaLog","2025-07-30",NA,0.344857820853696,NA,NA,NA,41
"CADPH-CATaLog","2025-08-06",NA,0.319814117256479,NA,NA,NA,38
"CADPH-CATaLog","2025-08-13",NA,0.293671492100342,NA,NA,NA,33
"CADPH-CATaLog","2025-08-20",NA,0.278660213350743,NA,NA,NA,32
"CADPH-CATaLog","2025-08-27",NA,0.260349688671468,NA,NA,NA,35
"CADPH-CATaLog","2025-09-03",NA,0.252780786379433,NA,NA,NA,39
"CADPH-CATaLog","2025-09-10",NA,0.235119904303267,NA,NA,NA,42
"CADPH-CATaLog","2025-09-17",NA,0.214310727331139,NA,NA,NA,31
"CADPH-CATaLog","2025-09-24",NA,0.204057298078932,NA,NA,NA,34
"CADPH-CATaLog","2025-10-01",NA,0.20424816011293,NA,NA,NA,36
"CADPH-CATaLog","2025-10-08",NA,0.195533570614442,NA,NA,NA,39
"CADPH-CATaLog","2025-10-15",NA,0.182412718370307,NA,NA,NA,31
"CADPH-CATaLog","2025-10-22",NA,0.169079419537456,NA,NA,NA,36
"CADPH-CATaLog","2025-10-29",NA,0.155830726878632,NA,NA,NA,35
"CADPH-CATaLog","2025-11-05",NA,0.162047252128834,NA,NA,NA,38
"CADPH-CATaLog","2025-11-12",NA,0.155433518767479,NA,NA,NA,31
"CADPH-CATaLog","2025-11-19",NA,0.133202825640248,NA,NA,NA,30
"CADPH-CATaLog","2025-11-26",NA,0.182072632223555,NA,NA,NA,35
"CADPH-CATaLog","2025-12-03",NA,0.194120611373638,NA,NA,NA,37
"CADPH-CATaLog","2025-12-10",NA,0.208895652976864,NA,NA,NA,37
"CADPH-CATaLog","2025-12-17",NA,0.188214336652424,NA,NA,NA,39
"CADPH-CATaLog","2025-12-24",NA,0.200638151554672,NA,NA,NA,39
"CADPH-CATaLog","2025-12-31",NA,0.178293615246006,NA,NA,NA,33
"CADPH-CATaMaran","2025-04-02",NA,0.362717385595061,NA,NA,NA,38
"CADPH-CATaMaran","2025-04-16",NA,0.326638434933013,NA,NA,NA,36
"CADPH-CATaMaran","2025-06-25",NA,0.399743909681353,NA,NA,NA,34
"CADPH-CATaMaran","2025-07-02",NA,0.387539795923963,NA,NA,NA,32
"CADPH-CATaMaran","2025-07-09",NA,0.401107089589559,NA,NA,NA,32
"CADPH-CATaMaran","2025-07-16",NA,0.367119338336451,NA,NA,NA,38
"CADPH-CATaMaran","2025-08-13",NA,0.285548573295253,NA,NA,NA,33
"CADPH-CATaMaran","2025-08-20",NA,0.272837466030551,NA,NA,NA,32
"CADPH-CATaMaran","2025-08-27",NA,0.258479353829186,NA,NA,NA,35
"CADPH-CATaMaran","2025-09-17",NA,0.215995769346028,NA,NA,NA,31
"CADPH-CATaMaran","2025-09-24",NA,0.212933768425338,NA,NA,NA,34
"CADPH-CATaMaran","2025-10-15",NA,0.188557563208703,NA,NA,NA,31
"CADPH-CATaMaran","2025-10-22",NA,0.172774402688757,NA,NA,NA,36
"CADPH-CATaMaran","2025-10-29",NA,0.159502840816506,NA,NA,NA,35
"CADPH-CATaMaran","2025-11-12",NA,0.157367145160032,NA,NA,NA,31
"CADPH-CATaMaran","2025-11-19",NA,0.130723852456485,NA,NA,NA,30
"CADPH-CATaMaran","2025-11-26",NA,0.175623140306659,NA,NA,NA,35
"CADPH-CATaMaran","2025-12-03",NA,0.175796340291688,NA,NA,NA,37
"Hub-baseline","2024-10-09",1.4823710267132,0.330092315400407,0.330611379560217,0.692266089778259,0.846944294213088,830
"Hub-baseline","2024-10-16",1.48972427885066,0.345387271795271,0.34136833533187,0.711301553294055,0.839314408141403,783
"Hub-baseline","2024-10-23",1.15969576698867,0.320405787545435,0.320637960408805,0.740286298568507,0.905419222903885,815
"Hub-baseline","2024-10-30",1.10009429759265,0.319597873199967,0.322579254334969,0.759268929503916,0.920626631853786,747
"Hub-baseline","2024-11-06",1.09552175463744,0.326907023256127,0.328401534888005,0.76314419573139,0.92243623112962,716
"Hub-baseline","2024-11-13",1.14674005774386,0.332256694039177,0.338147639830733,0.750493096646943,0.916173570019724,793
"Hub-baseline","2024-11-20",1.09749544444423,0.339794389292092,0.338292879744984,0.794056308654849,0.91866527632951,625
"Hub-baseline","2024-11-27",1.13062593936593,0.345853437954534,0.347433584559643,0.766364551863041,0.900302114803625,700
"Hub-baseline","2024-12-04",1.32584045032414,0.36715555383195,0.375795271130752,0.757207890743551,0.900354071825999,720
"Hub-baseline","2024-12-11",1.24601844277757,0.358578244932584,0.360349187641489,0.760506329113924,0.894683544303797,715
"Hub-baseline","2024-12-18",1.29425346344138,0.363910571551517,0.366318588101769,0.742588932806324,0.911561264822134,768
"Hub-baseline","2024-12-25",1.38552482517756,0.359933787945274,0.380670706818622,0.72988211173757,0.9128651973347,749
"Hub-baseline","2025-01-01",1.56838834524305,0.365445928292705,0.406115179467699,0.674840608141246,0.901422265816577,884
"Hub-baseline","2025-01-08",1.47339291774336,0.36891303706771,0.373108536749728,0.687074829931973,0.843051506316812,922
"Hub-baseline","2025-01-15",1.8539286241171,0.375320547648551,0.386829962258291,0.608917789131444,0.745471435206688,1101
"Hub-baseline","2025-01-22",1.58060624496314,0.363516066986363,0.368337226568593,0.677872553938786,0.836427496236829,951
"Hub-baseline","2025-01-29",1.66724537903822,0.366856962653695,0.376495390553347,0.667547568710359,0.874735729386892,847
"Hub-baseline","2025-02-05",1.57331284818397,0.374551225081108,0.374757544712991,0.673387096774194,0.870463709677419,919
"Hub-baseline","2025-02-12",1.85117671964732,0.398565858875856,0.40131184096798,0.65472481827622,0.834890965732087,839
"Hub-baseline","2025-02-19",1.84587507869683,0.395791552496749,0.401417747782555,0.642439024390244,0.809268292682927,970
"Hub-baseline","2025-02-26",1.63789322695397,0.389396447845881,0.394307701885151,0.687794656888423,0.853326348873756,801
"Hub-baseline","2025-03-05",1.48668110075394,0.370715863343387,0.372353724286894,0.686094069529652,0.872699386503067,840
"Hub-baseline","2025-03-12",1.38304490041925,0.363140054974752,0.364735543149047,0.723896663078579,0.878902045209903,697
"Hub-baseline","2025-03-19",1.30981596252602,0.349708877367318,0.351264588643346,0.759891598915989,0.902981029810298,640
"Hub-baseline","2025-03-26",1.33992553264437,0.355431638433045,0.352910835897985,0.765866666666667,0.897066666666667,630
"Hub-baseline","2025-04-02",1.21745980923595,0.339127916195496,0.338008475049526,0.763924374041901,0.916709248850281,673
"Hub-baseline","2025-04-09",1.18951283277706,0.324048750782684,0.329811341517657,0.768015794669299,0.905725567620928,708
"Hub-baseline","2025-04-16",1.17965025969964,0.326980239620977,0.330569917327025,0.794909446891826,0.914831130690162,643
"Hub-baseline","2025-04-23",1.11126839269681,0.314507951070603,0.316700065360298,0.805830039525692,0.928359683794466,597
"Hub-baseline","2025-04-30",1.09812555408153,0.313074980654559,0.316542692785513,0.827517447657029,0.941176470588235,512
"Hub-baseline","2025-05-07",1.46398005179375,0.335802477528346,0.336510511432807,0.839654344695151,0.896783485357657,518
"Hub-baseline","2025-05-14",1.36699130107361,0.358822392716565,0.416443085587868,0.819412039197387,0.924405039664022,573
"Hub-baseline","2025-05-21",1.20688132238862,0.33386597142071,0.35026447923282,0.833333333333333,0.94131455399061,544
"Hub-baseline","2025-05-28",1.75014424577962,0.405922051016419,0.413643231805874,0.816604127579737,0.912288930581614,526
"Hub-baseline","2025-06-04",1.60501061031344,0.38500429003051,0.375934423172243,0.849020544672719,0.929765886287625,460
"Hub-baseline","2025-06-11",1.87337354687442,0.417805518851862,0.416951603844957,0.837811900191939,0.923704414587332,438
"Hub-baseline","2025-06-18",2.16059445041226,0.421435053215579,0.432310966519059,0.824761904761905,0.910952380952381,442
"Hub-baseline","2025-06-25",1.5294929810512,0.380684729899678,0.380456537794388,0.85162213740458,0.937977099236641,414
"Hub-baseline","2025-07-02",1.48253407422305,0.365893097712189,0.37170739854328,0.849498327759197,0.937410415671285,406
"Hub-baseline","2025-07-09",1.99065955693347,0.425053829632087,0.471066624418216,0.816579323487375,0.919961886612673,389
"Hub-baseline","2025-07-16",3.05743285678007,0.506036732883575,0.552574982189906,0.787114845938375,0.891223155929038,527
"Hub-baseline","2025-07-23",1.59054739276283,0.350262890174166,0.347566571166773,0.83231850117096,0.935831381733021,536
"Hub-baseline","2025-07-30",1.72661866071228,0.321857048345731,0.367681676617347,0.823584029712163,0.911792014856082,630
"Hub-baseline","2025-08-06",1.87392773905991,0.30272558026468,0.316257254466287,0.83216456287985,0.908368396446938,622
"Hub-baseline","2025-08-13",1.66712130445203,0.277468215696206,0.282439719515944,0.848684210526316,0.919642857142857,617
"Hub-baseline","2025-08-20",1.58719728797794,0.264890833041011,0.268064620819352,0.856669820245979,0.929044465468307,642
"Hub-baseline","2025-08-27",1.18336056676894,0.235437199485614,0.241336343378676,0.871951219512195,0.966697936210131,675
"Hub-baseline","2025-09-03",1.31180916337465,0.212364648276696,0.232176649881487,0.880547686496695,0.974976392823418,636
"Hub-baseline","2025-09-10",2.70093392179219,0.271708135550088,0.329842219669709,0.878844361602982,0.961789375582479,648
"Hub-baseline","2025-09-17",0.838296375698331,0.161980710233037,0.162988735014253,0.958924205378973,0.986308068459658,520
"Hub-baseline","2025-09-24",0.782258342283873,0.157249757763066,0.158324216734196,0.966459032103498,0.989937709631049,579
"Hub-baseline","2025-10-01",0.754268289029749,0.161809315778545,0.162161076181875,0.990181639666176,0.996563573883162,500
"Hub-baseline","2025-10-08",0.721623462900556,0.164284916021309,0.172007681757028,0.898027898027898,0.96969696969697,530
"Hub-baseline","2025-10-15",0.594239251206856,0.165378741485264,0.165718089068821,0.921674876847291,0.982266009852217,438
"Hub-baseline","2025-10-22",0.577886834788511,0.162098638679046,0.161627949997604,0.929924242424242,0.984375,460
"Hub-baseline","2025-10-29",0.594052713640385,0.173013033455156,0.167184196552948,0.931164545025931,0.987270155586987,422
"Hub-baseline","2025-11-05",0.579382523566075,0.168410039697878,0.182911444942028,0.923548843794243,0.983482774893818,393
"Hub-baseline","2025-11-12",0.610422681513535,0.171441614120454,0.185204650709386,0.930562116202173,0.981577704298536,362
"Hub-baseline","2025-11-19",0.693779449743323,0.247718558293385,0.217707254135637,0.910335063709297,0.983954695611137,326
"Hub-baseline","2025-11-26",0.584689390559525,0.174018140276628,0.177876196219578,0.936811871708952,0.986117759693633,387
"Hub-baseline","2025-12-03",1.02182803984857,0.263727790165124,0.265544875401791,0.89828897338403,0.966730038022814,466
"Hub-baseline","2025-12-10",0.70204670379765,0.194558500287665,0.204408745733375,0.899764705882353,0.967529411764706,479
"Hub-baseline","2025-12-17",1.87473509403434,0.424909893024345,0.447896966683241,0.828240740740741,0.939814814814815,583
"Hub-baseline","2025-12-24",0.6377765986375,0.179305203513929,0.190107900302528,0.907129455909944,0.978424015009381,581
"Hub-baseline","2025-12-31",1.10618725810922,0.219671727159368,0.227445213971565,0.87400094029149,0.930888575458392,594
"Hub-ensemble","2025-07-16",2.04551117706496,0.379903902481141,0.479324582843483,0.830065359477124,0.936041083099907,527
"Hub-ensemble","2025-07-23",1.27957753334314,0.315608245812232,0.348496128768978,0.852459016393443,0.954566744730679,536
"Hub-ensemble","2025-07-30",1.27624885476016,0.302073018275266,0.336733996591633,0.840761374187558,0.94661095636026,630
"Hub-ensemble","2025-08-06",1.2692700615148,0.285531461769015,0.306379231990655,0.847124824684432,0.944834034595605,622
"Hub-ensemble","2025-08-13",1.15575792968188,0.265708688407872,0.281872528003416,0.854323308270677,0.957706766917293,617
"Hub-ensemble","2025-08-20",1.12947333523829,0.254345908975565,0.268821955444491,0.863292336802271,0.955061494796594,642
"Hub-ensemble","2025-08-27",1.04306222772566,0.23357679600118,0.24764013607141,0.873827392120075,0.971388367729831,675
"Hub-ensemble","2025-09-03",1.07294984832249,0.207880184904007,0.22326604260328,0.893295561850803,0.976864966949953,636
"Hub-ensemble","2025-09-10",1.15158860108685,0.190237298365822,0.231368694900991,0.909133271202237,0.972041006523765,648
"Hub-ensemble","2025-09-17",0.875429535653033,0.163179358392038,0.169303755205349,0.959902200488998,0.985330073349633,520
"Hub-ensemble","2025-09-24",0.807211186764302,0.156360757667489,0.162473909172733,0.967417345471969,0.986583612841399,579
"Hub-ensemble","2025-10-01",0.775212948919046,0.161323486081394,0.16588288334242,0.990181639666176,0.996563573883162,500
"Hub-ensemble","2025-10-08",0.7345621985872,0.164929162533373,0.171568161071925,0.893698893698894,0.967291967291967,530
"Hub-ensemble","2025-10-15",0.628152842519015,0.166243180177496,0.17024635103951,0.914285714285714,0.973891625615764,438
"Hub-ensemble","2025-10-22",0.593466006592234,0.15836129535871,0.163271310604794,0.92092803030303,0.976325757575758,460
"Hub-ensemble","2025-10-29",0.538022251822063,0.152225534157097,0.160046945105713,0.931636020744932,0.98019801980198,422
"Hub-ensemble","2025-11-05",0.557003958999296,0.166636165372535,0.173672889418771,0.924020764511562,0.976403964134026,393
"Hub-ensemble","2025-11-12",0.536946258982443,0.163593054060162,0.173039608989289,0.931979215871516,0.977798771846953,362
"Hub-ensemble","2025-11-19",0.491583440379047,0.153211950705021,0.172303643260574,0.932987258140632,0.982067012741859,326
"Hub-ensemble","2025-11-26",0.516305201289267,0.15895014462349,0.170948039166069,0.943034944949737,0.984202967927238,387
"Hub-ensemble","2025-12-03",0.545647300206318,0.162816424556394,0.193511566614466,0.932984790874525,0.979087452471483,466
"Hub-ensemble","2025-12-10",0.611162788919601,0.17014917955222,0.190228207777736,0.909647058823529,0.977411764705882,479
"Hub-ensemble","2025-12-17",0.649062354958525,0.171250304391414,0.235225486804355,0.910185185185185,0.974537037037037,583
"Hub-ensemble","2025-12-24",0.638964360025785,0.165229082424205,0.176094868409343,0.907129455909944,0.969512195121951,581
"Hub-ensemble","2025-12-31",0.683771897962335,0.173247676242604,0.193942548919256,0.895627644569817,0.978843441466855,594
"LANL-CovTransformer","2024-10-23",NA,0.464637851793596,NA,NA,NA,815
"LANL-CovTransformer","2024-10-30",NA,0.464362382292219,NA,NA,NA,747
"LANL-CovTransformer","2024-11-06",NA,0.464428084745238,NA,NA,NA,716
"LANL-CovTransformer","2024-11-13",NA,0.465760820448229,NA,NA,NA,793
"LANL-CovTransformer","2024-11-20",NA,0.387552511129549,NA,NA,NA,602
"LANL-CovTransformer","2024-11-27",NA,0.409891253473596,NA,NA,NA,677
"LANL-CovTransformer","2024-12-04",NA,0.429192165395503,NA,NA,NA,690
"LANL-CovTransformer","2024-12-11",NA,0.430969559071088,NA,NA,NA,685
"LANL-CovTransformer","2024-12-18",NA,0.439361335876209,NA,NA,NA,743
"LANL-CovTransformer","2024-12-25",NA,0.453382401311859,NA,NA,NA,715
"LANL-CovTransformer","2025-01-01",NA,0.470317727349878,NA,NA,NA,839
"LANL-CovTransformer","2025-01-08",NA,0.492740704173814,NA,NA,NA,862
"LANL-CovTransformer","2025-01-15",NA,0.50475565744519,NA,NA,NA,1022
"LANL-CovTransformer","2025-01-22",NA,0.568544100820977,NA,NA,NA,872
"LANL-CovTransformer","2025-01-29",NA,0.532581498012054,NA,NA,NA,721
"LANL-CovTransformer","2025-02-05",NA,0.510907773291739,NA,NA,NA,828
"LANL-CovTransformer","2025-02-12",NA,0.489655481621779,NA,NA,NA,714
"LANL-CovTransformer","2025-02-19",NA,0.487393622255021,NA,NA,NA,829
"LANL-CovTransformer","2025-02-26",NA,0.473590646462826,NA,NA,NA,723
"LANL-CovTransformer","2025-03-05",NA,0.473799021098295,NA,NA,NA,771
"LANL-CovTransformer","2025-03-12",NA,0.453126874138777,NA,NA,NA,619
"LANL-CovTransformer","2025-03-19",NA,0.455810044207762,NA,NA,NA,559
"LANL-CovTransformer","2025-03-26",NA,0.453836076069812,NA,NA,NA,574
"LANL-CovTransformer","2025-04-02",NA,0.422775831724084,NA,NA,NA,628
"LANL-CovTransformer","2025-04-09",NA,0.434140931007984,NA,NA,NA,641
"LANL-CovTransformer","2025-04-16",NA,0.424322985542421,NA,NA,NA,597
"LANL-CovTransformer","2025-04-23",NA,0.406737394558705,NA,NA,NA,559
"LANL-CovTransformer","2025-04-30",NA,0.403137539853491,NA,NA,NA,485
"LANL-CovTransformer","2025-05-07",NA,0.393626955547478,NA,NA,NA,499
"LANL-CovTransformer","2025-05-14",NA,0.394941818393329,NA,NA,NA,523
"LANL-CovTransformer","2025-05-21",NA,0.409969430549035,NA,NA,NA,496
"LANL-CovTransformer","2025-05-28",NA,0.401431829533995,NA,NA,NA,479
"LANL-CovTransformer","2025-06-04",NA,0.39345910160038,NA,NA,NA,423
"LANL-CovTransformer","2025-06-11",NA,0.428345337362954,NA,NA,NA,403
"LANL-CovTransformer","2025-06-18",NA,0.46913520510155,NA,NA,NA,405
"LANL-CovTransformer","2025-06-25",NA,0.512376163263801,NA,NA,NA,398
"LANL-CovTransformer","2025-07-02",NA,0.509222646876023,NA,NA,NA,399
"LANL-CovTransformer","2025-07-09",NA,0.534089536124745,NA,NA,NA,381
"LANL-CovTransformer","2025-07-16",NA,0.580578519056148,NA,NA,NA,513
"LANL-CovTransformer","2025-07-23",NA,0.564982810125048,NA,NA,NA,519
"LANL-CovTransformer","2025-07-30",NA,0.559119786365237,NA,NA,NA,582
"LANL-CovTransformer","2025-08-06",NA,0.532183009192721,NA,NA,NA,564
"LANL-CovTransformer","2025-08-13",NA,0.496769387136016,NA,NA,NA,542
"LANL-CovTransformer","2025-08-20",NA,0.510822622398908,NA,NA,NA,546
"LANL-CovTransformer","2025-08-27",NA,0.511908784992759,NA,NA,NA,566
"LANL-CovTransformer","2025-09-03",NA,0.467745721983984,NA,NA,NA,526
"LANL-CovTransformer","2025-09-10",NA,0.449252308775995,NA,NA,NA,531
"LANL-CovTransformer","2025-09-17",NA,0.358967626253708,NA,NA,NA,445
"LANL-CovTransformer","2025-09-24",NA,0.361226922906301,NA,NA,NA,463
"LANL-CovTransformer","2025-10-01",NA,0.276911622338289,NA,NA,NA,406
"LANL-CovTransformer","2025-10-08",NA,0.301434694389451,NA,NA,NA,446
"LANL-CovTransformer","2025-10-15",NA,0.309658117168447,NA,NA,NA,373
"LANL-CovTransformer","2025-10-22",NA,0.279539223236479,NA,NA,NA,377
"LANL-CovTransformer","2025-10-29",NA,0.255882432505596,NA,NA,NA,380
